:wmc,:dit,:noc,:cbo,:rfc,:lcom,:ca,:ce,:npm,:lcom3,:loc,:dam,:moa,:mfa,:cam,:ic,:cbm,:amc,:max_cc,:avg_cc,:bug
2.0,3.0,0.0,37.0,40.0,1.0,1.0,0.0,2.0,1.0,295.0,0.0,0.0,0.85714287,0.625,1.0,1.0,143.0,8.0,4.0,0.0
7.0,3.0,0.0,9.0,18.0,17.0,0.0,0.0,5.0,0.9583333,88.0,0.0,0.0,0.8,0.6111111,2.0,3.0,11.0,2.0,0.85714287,0.0
6.0,5.0,0.0,28.0,31.0,9.0,2.0,0.0,2.0,0.93333334,109.0,0.0,0.0,0.85714287,0.44,3.0,4.0,16.666666,1.0,0.6666667,1.0
2.0,4.0,0.0,2.0,9.0,1.0,0.0,2.0,1.0,2.0,26.0,1.0,0.0,0.94736844,0.75,1.0,3.0,11.5,1.0,0.5,0.0
2.0,2.0,0.0,1.0,4.0,0.0,1.0,0.0,2.0,0.5,17.0,0.0,1.0,0.9836066,0.6666667,0.0,0.0,6.5,1.0,0.5,0.0
2.0,3.0,0.0,15.0,7.0,1.0,3.0,0.0,2.0,2.0,38.0,0.0,0.0,0.85714287,0.6,1.0,1.0,18.0,1.0,0.5,1.0
2.0,1.0,0.0,10.0,12.0,1.0,0.0,0.0,0.0,1.0,51.0,1.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,0.0,0.0
2.0,3.0,1.0,8.0,10.0,1.0,1.0,0.0,2.0,2.0,28.0,0.0,0.0,0.95238096,0.6666667,0.0,0.0,13.0,1.0,0.5,0.0
3.0,2.0,2.0,14.0,20.0,3.0,2.0,0.0,0.0,0.5,77.0,0.0,0.0,0.6666667,0.46666667,0.0,0.0,24.333334,2.0,1.0,0.0
7.0,5.0,0.0,25.0,27.0,9.0,8.0,0.0,2.0,0.8888889,152.0,0.0,0.0,0.82758623,0.46666667,3.0,4.0,20.285715,2.0,0.85714287,1.0
2.0,2.0,2.0,22.0,25.0,1.0,2.0,0.0,1.0,1.0,159.0,0.0,0.0,0.8,0.6666667,0.0,0.0,76.5,1.0,0.5,0.0
2.0,2.0,0.0,12.0,10.0,1.0,1.0,0.0,2.0,2.0,32.0,0.0,0.0,0.8,0.6666667,0.0,0.0,15.0,1.0,0.5,0.0
